/wdev_3. 92.526690 7.473310 0.000000 0.000000 0.000000 0.000000 
/wdev_1. 92.307692 7.692308 0.000000 0.000000 0.000000 0.000000 
/rsrch_1. 83.645999 13.428723 2.925278 0.000000 0.000000 0.000000 
/src2_1. 69.187048 18.188081 12.624871 0.000000 0.000000 0.000000 
/web_3. 57.158235 35.844995 6.996771 0.000000 0.000000 0.000000 
/hm_1. 3.218135 81.976960 13.574879 1.230026 0.000000 0.000000 
/web_2. 99.251511 0.739191 0.009298 0.000000 0.000000 0.000000 
/rsrch_2. 98.979372 1.020628 0.000000 0.000000 0.000000 0.000000 
/web_1. 79.097110 10.919063 9.983827 0.000000 0.000000 0.000000 
/proj_4. 78.570637 12.004032 9.425331 0.000000 0.000000 0.000000 
/proj_3. 74.837886 11.407020 13.739279 0.015816 0.000000 0.000000 
/mds_1. 75.219740 14.305298 10.474962 0.000000 0.000000 0.000000 
/wdev_2. 69.048672 25.053866 5.897462 0.000000 0.000000 0.000000 
/stg_1. 80.100355 12.740133 7.159512 0.000000 0.000000 0.000000 
/src2_2. 16.318243 3.434182 80.247575 0.000000 0.000000 0.000000 
/wdev_0. 72.180356 18.631246 9.188065 0.000333 0.000000 0.000000 
/mds_0. 72.904780 19.748028 7.347192 0.000000 0.000000 0.000000 
/rsrch_0. 68.836723 24.693188 6.470089 0.000000 0.000000 0.000000 
