6   290.142065874   288.809762962   291.142598544   280.289625355
7   334.254644886   334.099562322   327.967301136   341.689240057
8   380.472702415   372.010323153   376.640682706   379.000906428
9   410.975750178   413.950831854   415.479261364   421.492963423
10  453.809488636   465.632999822   459.612948331   436.673157848
