6   194.752881747   382.032617188   348.443182706   362.59910245
7   205.274985795   428.478763317   423.334831321   415.806599787
8   306.574055398   490.700207741   506.242056996   500.457658026
9   318.056921165   560.080118963   570.714332386   565.537110263
10  301.416471946   633.687066761   625.153344283   632.649800249
