58	104.520424	212.354316	434.128016	880.960242	381.594375	328.674617	337.639596	186.970401
59	112.533622	225.426305	450.553480	897.500000	389.089498	328.825773	258.208911	152.563786
60	121.735757	247.294015	510.858276	1048.556291	449.520358	401.412406	390.935562	231.590016
61	97.359599	198.302003	412.585624	802.358025	314.669202	279.333749	249.281897	133.079708
62	38.221370	76.324590	152.380276	301.016639	125.915563	121.931293	198.009580	150.142681
63	48.968267	97.603592	193.672023	386.202522	177.750083	168.721816	237.154671	174.292699
64	17.339626	33.831670	64.762679	121.982940	66.161228	62.021184	89.687887	70.939588
65	36.689526	72.451824	142.559663	278.569569	116.558325	106.673634	158.189046	97.581363
66	51.145142	101.744462	199.360434	386.884828	178.312651	158.989677	116.428974	65.329543
67	58.737444	116.194382	232.066949	431.486811	172.285915	141.112250	107.136949	43.934510
68	60.311593	117.636159	228.967183	440.591652	193.221976	149.346017	91.787504	43.082697
69	57.234983	115.366831	229.722865	433.661538	157.354030	136.019219	109.835459	48.574153
70	69.670010	139.826252	290.891176	515.880597	195.752302	170.194266	139.526424	68.652818
71	80.353369	162.731444	345.447119	653.906250	215.287739	192.174975	187.604938	103.213805
72	74.489588	148.696355	289.091286	557.974296	222.321429	189.489354	142.469901	78.860947
73	67.515690	137.501607	292.264181	517.890356	159.360308	149.129851	178.897678	113.763608
74	44.716918	90.613230	186.801436	352.851260	100.692037	96.546853	177.353608	105.537211
75	69.652949	139.814552	280.784109	561.489454	184.433991	166.117801	187.276637	110.070853
76	32.254919	62.679735	122.816626	237.234848	87.559393	84.940833	111.597417	90.271827
77	35.338043	69.826280	136.895712	262.317546	89.943619	86.318467	151.713953	89.852023
78	41.282785	81.098054	159.194577	306.712871	139.325737	121.381928	121.603936	57.778107
79	54.146840	106.283909	207.958894	404.592481	208.655702	142.005656	109.234441	45.489130
80	79.054857	157.230495	308.662898	604.279670	274.304851	178.597243	131.458604	54.076350
81	138.266401	278.183851	559.856961	1126.134953	370.800083	331.436709	266.905643	121.876925
