1	114.430381	229.915545	464.093763	951.952838	951.952838	951.952838	951.952838	951.952838
2	114.177928	228.946141	459.210879	921.109402	919.530560	966.053860	893.671593	941.007853
3	99.313809	197.387367	395.646649	789.686929	748.926844	764.329179	739.200877	765.121646
4	58.773839	116.758315	231.526952	454.360902	449.132337	457.994727	385.427726	401.794779
5	96.862457	196.446026	385.220743	760.320050	627.098668	641.767384	689.153875	714.611700
6	54.716051	109.193464	217.073900	431.679335	326.865368	337.442453	380.892197	419.070175
7	61.506671	122.104768	246.878082	497.777883	343.877347	214.781392	370.040844	444.697414
8	64.208139	128.118324	257.195534	523.445707	261.554540	259.589919	256.177065	489.184056
9	50.347469	100.265901	200.479248	399.165684	165.872138	134.258907	197.967192	194.746407
10	105.338121	210.383574	422.993852	856.007474	470.443778	441.306586	559.998076	422.946507
11	103.236711	206.548829	413.735020	832.794647	396.294639	367.517068	564.416759	393.268857
12	98.155636	196.315128	394.187176	789.910496	457.113051	436.102023	539.338445	403.571193
13	103.454622	207.936389	420.803695	848.413676	407.007125	380.316941	529.882056	374.953376
14	114.901261	229.240861	458.292705	911.416743	701.233310	631.803493	528.691138	381.549732
15	120.069636	239.435492	474.846747	937.151329	705.939259	618.118284	509.853069	369.870797
16	103.070808	205.216445	408.530387	808.019553	602.850949	546.874459	489.421082	309.590187
17	126.258972	251.950125	498.929669	991.154627	721.890625	592.925718	516.692004	304.821454
18	92.451668	184.377702	367.543398	717.846374	516.261204	461.640417	406.459008	275.199715
19	112.351754	222.811538	438.341409	853.995475	614.512070	509.880206	425.480058	262.189177
20	30.787047	61.125269	119.138528	233.162824	169.486459	167.746926	180.849624	152.820465
21	44.103614	87.260858	175.067308	338.976744	196.936598	190.929551	210.359945	174.298619
22	49.601844	98.383738	196.900000	380.594030	305.224694	300.756637	294.033520	223.377551
23	59.392493	120.725974	251.335381	504.301624	267.137097	256.102431	260.227194	202.887046
24	87.040668	172.824375	343.582622	649.316284	424.378279	352.599076	300.067065	149.167013
25	148.486205	297.052400	595.180579	1173.342971	712.108581	536.330175	465.117647	176.281663
26	121.407901	241.038314	478.820327	945.483105	596.000561	453.261188	380.305506	145.583437
27	147.721441	295.139197	587.761198	1180.077339	667.933872	488.810018	435.952409	150.751435
28	109.157540	216.933994	431.966990	852.761622	556.881620	446.017730	354.099920	164.940771
29	145.360626	290.182406	579.262829	1141.407407	661.743835	496.256369	451.701429	159.650749
30	121.145630	240.581615	481.140901	960.356312	615.535211	476.690717	397.503825	159.773128
31	109.658915	220.070383	443.388326	885.703247	360.547798	310.050754	405.489570	175.124502
32	111.246884	221.787208	442.729480	877.226547	534.094186	441.059334	434.124639	177.928315
33	84.081625	169.912232	348.458306	697.613482	257.162219	230.859652	363.657966	181.160469
34	50.658007	101.565231	202.844389	406.242967	234.049470	218.103264	287.861947	171.100317
35	48.078163	94.774144	185.153517	348.847960	288.493482	267.893204	226.847619	173.644676
36	36.552136	71.634561	142.786850	282.508197	168.961474	165.346411	215.856371	174.285084
37	56.349353	110.882370	209.123279	403.421951	325.144483	296.231276	260.908511	192.284955
38	43.473407	85.479302	166.112642	302.408428	262.964512	230.118182	191.511818	124.224417
39	65.705396	131.177264	261.712220	501.406520	313.026776	265.610249	230.341004	145.806873
40	91.645939	181.144547	358.514869	697.016490	464.834447	353.656357	287.641640	130.658794
41	112.256959	224.844562	452.992794	905.785673	440.307938	337.751025	300.945526	135.026307
42	85.308503	170.548855	345.923851	703.556575	354.720175	291.499395	290.007016	141.351493
43	121.157462	241.750455	482.318556	951.776285	491.824183	352.031432	287.342087	120.871477
44	87.154968	173.674140	342.753785	675.285714	383.217754	304.106282	260.364156	116.679618
45	112.638332	224.099837	444.258641	882.916265	467.213508	338.402615	288.045028	120.315412
46	70.345098	139.827933	274.287345	541.345142	310.225930	255.066025	210.185827	105.173804
47	94.397641	187.873717	373.412032	729.033922	402.948450	311.336631	242.171095	117.548552
48	41.960686	83.289653	165.365343	329.564140	224.303797	209.690476	223.170662	161.121019
49	63.731642	126.267756	251.483152	477.917937	295.960953	261.563754	252.361753	150.502676
50	52.276318	103.599192	204.619013	405.678195	282.301811	273.079051	277.338645	217.480190
51	58.348553	114.694285	227.695434	450.934343	274.321407	227.192789	201.143794	110.263670
52	87.483448	173.072645	346.530706	684.481793	376.270617	307.632437	261.812064	139.408972
53	122.768180	244.102240	484.046769	950.901188	509.225652	405.325719	332.191277	192.953069
54	106.723790	212.900134	422.556111	847.940345	420.027273	345.560530	317.160275	169.750077
55	112.240291	224.923804	451.989000	891.026367	394.676489	338.704847	312.452206	192.231749
56	96.259283	191.725156	381.519706	756.841873	411.017584	335.896460	279.909062	156.511290
57	127.518857	256.320600	517.556396	1043.787647	486.882930	409.061773	361.197097	203.925087
