6 352.33348 359.80081 362.61931 375.40927 392.571428571
7 405.72053 411.80294 431.96791 432.40028 458.0
8 471.48612 474.13797 481.25550 514.73074 523.428571429
9 533.54201 547.43544 556.84340 548.69519 588.857142857
10 589.41373 605.21336 615.79601 622.99934 654.285714286 
