6 350.47722 364.99935 357.29648 373.63378  392.571428571 
7 408.67098 427.36513 442.94780 445.25565  458.0
8 475.27403 481.31271 490.34204 511.31600  523.428571429
9 532.68666 536.19082 543.63952 564.28140  588.857142857
10 587.27740 602.65764 627.17984 651.96446 654.285714286
