6 273.68109 287.22326 306.83902 300.55166   305.333333333
7 320.11861 330.31798 347.42986 349.36496   356.222222222
8 359.35798 378.45463 392.84128 387.90501   407.111111111
9 390.10467 423.50029 443.73497 447.69269   458.0
10 458.32159 473.47395 490.68288 476.81428  508.888888889
