6 271.00679 286.48035 305.49071 301.88319   305.333333333
7 319.31949 329.32738 348.76820 357.32956   356.222222222
8 366.04445 375.61723 396.81459 395.78735   407.111111111
9 397.86638 424.46303 447.65943 451.58017   458.0
10 456.13412 467.91955 494.24013 498.44769  508.888888889
