src2_2  0.73  2.82   0  2.83
mds_0   16.24 64.90  0  64.87
rsrch_0 9.63  38.46  0  38.43
usr_0   9.78  39.07  0  39.08
web_0   9.98  39.87  0  39.84
ts_0    18.65 74.55  0  74.59
stg_0   27.18 108.67 0  108.63
hm_0    36.03 144.06 0  143.84
prn_1   3.51  14.01  0  13.99
proj_0  45.66 182.60 0  182.04











